0 0 5 0 0 0 1
8 0 0 0 0 1 NaN
0 1 7 0 0 0 3
1 1 6 0 0 0 2
8 1 0 1 0 1 NaN
0 2 10 0 0 0 6
1 2 9 0 0 0 5
2 2 8 0 0 0 4
8 2 32 2 0 1 NaN
0 3 14 0 0 0 10
1 3 13 0 0 0 9
2 3 12 0 0 0 8
3 3 11 0 0 0 7
8 3 0 3 0 1 NaN
0 4 19 0 0 0 15
1 4 18 0 0 0 14
2 4 17 0 0 0 13
3 4 16 0 0 0 12
4 4 15 0 0 0 11
8 4 30 4 0 1 NaN
0 5 25 0 0 0 21
1 5 24 0 0 0 20
2 5 23 0 0 0 19
3 5 22 0 0 0 18
4 5 21 0 0 0 17
5 5 20 0 0 0 16
8 5 0 5 0 1 NaN
0 6 32 0 0 0 28
1 6 31 0 0 0 27
2 6 30 0 0 0 26
3 6 29 0 0 0 25
4 6 28 0 0 0 24
5 6 27 0 0 0 23
6 6 26 0 0 0 22
8 6 30 6 0 1 NaN
0 7 22 1 0 0 35
1 7 23 1 0 0 34
2 7 24 1 0 0 33
3 7 25 1 0 0 32
4 7 26 1 0 0 31
5 7 27 1 0 0 30
6 7 28 1 0 0 29
8 7 0 11 0 1 NaN
0 8 15 1 0 0 42
1 8 16 1 0 0 41
2 8 17 1 0 0 40
3 8 18 1 0 0 39
4 8 19 1 0 0 38
5 8 20 1 0 0 37
6 8 21 1 0 0 36
8 8 30 8 0 1 NaN
0 9 8 1 0 0 49
1 9 9 1 0 0 48
2 9 10 1 0 0 47
3 9 11 1 0 0 46
4 9 12 1 0 0 45
5 9 13 1 0 0 44
6 9 14 1 0 0 43
8 9 0 9 0 1 NaN
0 10 1 1 0 0 56
1 10 2 1 0 0 55
2 10 3 1 0 0 54
3 10 4 1 0 0 53
4 10 5 1 0 0 52
5 10 6 1 0 0 51
6 10 7 1 0 0 50
0 11 7 2 0 0 63
1 11 6 2 0 0 62
2 11 5 2 0 0 61
3 11 4 2 0 0 60
4 11 3 2 0 0 59
5 11 2 2 0 0 58
6 11 1 2 0 0 57
0 12 14 2 0 0 70
1 12 13 2 0 0 69
2 12 12 2 0 0 68
3 12 11 2 0 0 67
4 12 10 2 0 0 66
5 12 9 2 0 0 65
6 12 8 2 0 0 64
0 13 22 2 0 0 77
1 13 21 2 0 0 76
2 13 20 2 0 0 75
3 13 19 2 0 0 74
4 13 17 2 0 0 73
5 13 16 2 0 0 72
6 13 15 2 0 0 71
0 14 30 2 0 0 84
1 14 29 2 0 0 83
2 14 28 2 0 0 82
3 14 27 2 0 0 81
4 14 26 2 0 0 80
5 14 24 2 0 0 79
6 14 23 2 0 0 78
0 15 22 3 0 0 91
1 15 23 3 0 0 90
2 15 24 3 0 0 89
3 15 25 3 0 0 88
4 15 26 3 0 0 87
5 15 27 3 0 0 86
6 15 28 3 0 0 85
0 16 15 3 0 0 98
1 16 16 3 0 0 97
2 16 17 3 0 0 96
3 16 18 3 0 0 95
4 16 19 3 0 0 94
5 16 20 3 0 0 93
6 16 21 3 0 0 92
0 17 7 3 0 0 106
1 17 8 3 0 0 105
2 17 9 3 0 0 104
3 17 10 3 0 0 103
4 17 11 3 0 0 102
5 17 12 3 0 0 101
6 17 13 3 0 0 100
7 17 14 3 0 0 99
0 18 2 4 0 0 114
1 18 1 4 0 0 113
2 18 1 3 0 0 112
3 18 2 3 0 0 111
4 18 3 3 0 0 110
5 18 4 3 0 0 109
6 18 5 3 0 0 108
7 18 6 3 0 0 107
0 19 10 4 0 0 122
1 19 9 4 0 0 121
2 19 8 4 0 0 120
3 19 7 4 0 0 119
4 19 6 4 0 0 118
5 19 5 4 0 0 117
6 19 4 4 0 0 116
7 19 3 4 0 0 115
0 20 18 4 0 0 130
1 20 17 4 0 0 129
2 20 16 4 0 0 128
3 20 15 4 0 0 127
4 20 14 4 0 0 126
5 20 13 4 0 0 125
6 20 12 4 0 0 124
7 20 11 4 0 0 123
0 21 26 4 0 0 138
1 21 25 4 0 0 137
2 21 24 4 0 0 136
3 21 23 4 0 0 135
4 21 22 4 0 0 134
5 21 21 4 0 0 133
6 21 20 4 0 0 132
7 21 19 4 0 0 131
0 22 23 5 0 0 146
1 22 24 5 0 0 145
2 22 25 5 0 0 144
3 22 26 5 0 0 143
4 22 27 5 0 0 142
5 22 28 5 0 0 141
6 22 28 4 0 0 140
7 22 27 4 0 0 139
0 23 15 5 0 0 154
1 23 16 5 0 0 153
2 23 17 5 0 0 152
3 23 18 5 0 0 151
4 23 19 5 0 0 150
5 23 20 5 0 0 149
6 23 21 5 0 0 148
7 23 22 5 0 0 147
0 24 7 5 0 0 162
1 24 8 5 0 0 161
2 24 9 5 0 0 160
3 24 10 5 0 0 159
4 24 11 5 0 0 158
5 24 12 5 0 0 157
6 24 13 5 0 0 156
7 24 14 5 0 0 155
0 25 2 6 0 0 170
1 25 1 6 0 0 169
2 25 1 5 0 0 168
3 25 2 5 0 0 167
4 25 3 5 0 0 166
5 25 4 5 0 0 165
6 25 5 5 0 0 164
7 25 6 5 0 0 163
0 26 10 6 0 0 178
1 26 9 6 0 0 177
2 26 8 6 0 0 176
3 26 7 6 0 0 175
4 26 6 6 0 0 174
5 26 5 6 0 0 173
6 26 4 6 0 0 172
7 26 3 6 0 0 171
0 27 19 6 0 0 187
1 27 18 6 0 0 186
2 27 17 6 0 0 185
3 27 16 6 0 0 184
4 27 15 6 0 0 183
5 27 14 6 0 0 182
6 27 13 6 0 0 181
7 27 12 6 0 0 180
8 27 11 6 0 0 179
0 28 28 6 0 0 196
1 28 27 6 0 0 195
2 28 26 6 0 0 194
3 28 25 6 0 0 193
4 28 24 6 0 0 192
5 28 23 6 0 0 191
6 28 22 6 0 0 190
7 28 21 6 0 0 189
8 28 20 6 0 0 188
0 29 20 11 0 0 205
1 29 21 11 0 0 204
2 29 22 11 0 0 203
3 29 23 11 0 0 202
4 29 24 11 0 0 201
5 29 25 11 0 0 200
6 29 26 11 0 0 199
7 29 27 11 0 0 198
8 29 28 11 0 0 197
0 30 11 11 0 0 214
1 30 12 11 0 0 213
2 30 13 11 0 0 212
3 30 14 11 0 0 211
4 30 15 11 0 0 210
5 30 16 11 0 0 209
6 30 17 11 0 0 208
7 30 18 11 0 0 207
8 30 19 11 0 0 206
0 31 2 11 0 0 223
1 31 3 11 0 0 222
2 31 4 11 0 0 221
3 31 5 11 0 0 220
4 31 6 11 0 0 219
5 31 7 11 0 0 218
6 31 8 11 0 0 217
7 31 9 11 0 0 216
8 31 10 11 0 0 215
0 32 8 8 0 0 232
1 32 7 8 0 0 231
2 32 6 8 0 0 230
3 32 5 8 0 0 229
4 32 4 8 0 0 228
5 32 3 8 0 0 227
6 32 2 8 0 0 226
7 32 1 8 0 0 225
8 32 1 11 0 0 224
0 33 17 8 0 0 241
1 33 16 8 0 0 240
2 33 15 8 0 0 239
3 33 14 8 0 0 238
4 33 13 8 0 0 237
5 33 12 8 0 0 236
6 33 11 8 0 0 235
7 33 10 8 0 0 234
8 33 9 8 0 0 233
0 34 26 8 0 0 250
1 34 25 8 0 0 249
2 34 24 8 0 0 248
3 34 23 8 0 0 247
4 34 22 8 0 0 246
5 34 21 8 0 0 245
6 34 20 8 0 0 244
7 34 19 8 0 0 243
8 34 18 8 0 0 242
1 35 23 9 0 0 258
2 35 24 9 0 0 257
3 35 25 9 0 0 256
4 35 26 9 0 0 255
5 35 27 9 0 0 254
6 35 28 9 0 0 253
7 35 28 8 0 0 252
8 35 27 8 0 0 251
2 36 16 9 0 0 265
3 36 17 9 0 0 264
4 36 18 9 0 0 263
5 36 19 9 0 0 262
6 36 20 9 0 0 261
7 36 21 9 0 0 260
8 36 22 9 0 0 259
3 37 10 9 0 0 271
4 37 11 9 0 0 270
5 37 12 9 0 0 269
6 37 13 9 0 0 268
7 37 14 9 0 0 267
8 37 15 9 0 0 266
4 38 5 9 0 0 276
5 38 6 9 0 0 275
6 38 7 9 0 0 274
7 38 8 9 0 0 273
8 38 9 9 0 0 272
5 39 1 9 0 0 280
6 39 2 9 0 0 279
7 39 3 9 0 0 278
8 39 4 9 0 0 277
